Tweet_ID,Tweet_Date,User_Name,User_ID,Favorite_CT,Retweet_CT,score,Content
1027744573018263552,2018-08-10 02:32:55.000000,CoachLudwig,484422893,37,13,102,"Parents, teachers and coaches have an awesome and yet challenging opportunity to shape the way that young ppl attack “work.”  What we allow at home, on the court, or in a classroom WILL help shape who these kids become in the real world.  Entitlement breeds laziness! #Soapbox"
1029169586019676165,2018-08-14 00:55:25.000000,Sheriffrmartin,58267691,50,8,90,"Steps up on the #SoapBox;Please encourage your children not to compare, contrast or compete with their peers on  #socialmedia. No 1 has a perfect life or perfect situation. Struggles abound for everyone. Instead, encourage each other &amp; be realistic. You’re okay as you are."
1029748569715159041,2018-08-15 15:16:05.000000,techjungle,31460870,0,13,65,What is a #soapbox? What is a #bitsoapbox? What is a #megasoapbox? #crypto #bitcoin #litecoin https://t.co/pIWX8IMrO8 #rewards
1029606286315290624,2018-08-15 05:50:42.000000,maisie_dickson,2359039735,20,0,20,"Question for all the people who received the #penissoap- is it ""velevety smooth"" and ""hard as steel"" as described in the book😜#soapgate #soapbox"
1027163225593466880,2018-08-08 12:02:51.000000,971FMTalk,38711343,4,3,19,The election results are in and the St. Louis County Prosecutor race is our vote for biggest shock of the morning. It's a @MarcCox971 #soapbox: https://t.co/JJSb9dmZ1v
1029108806448504832,2018-08-13 20:53:54.000000,iowawonks,925582458707480576,3,2,13,Who picked  up the tab when @BarackObama couldn’t pay for @IowaStateFair tickets? Who got booed off the @DMRegister #soapbox? And why do politicians have to meet a guy named Spanky Wanken? YOU HAVE TO GET THE NEW “WONKS! At the Fair” podcast later today https://t.co/OuyjpoeKzZ
1027547007399981056,2018-08-09 13:27:52.000000,scilyon,755007308254642176,7,1,12,Can we all agree that during the #questiontime at #conferences you should ask questions rather than #soapbox your opinion? Just a thought but that might be more valuable as a conversation with the speaker afterwards
1027224296488398850,2018-08-08 16:05:31.000000,relthadon,1126009945,0,2,10,#soapbox this is why in #nyc certain #artist we play #fullcourt no #halfcourt @CORTEZ_HSP #ethic #media #desertstormradio #photo #glamor #fashion #hiphop #dj #musiclover #smile… https://t.co/SLtZCfH3Hi
1027998979219447808,2018-08-10 19:23:50.000000,kysunshine2474,470715003,5,1,10,If you get offended or weirded out by that support then trust me when I say don’t worry I will continue to support the sport of wrestling REGARDLESS of your opinion of me #SorryNotSorry #SoapBox #MoreThanAFangirl
1029016520683397120,2018-08-13 14:47:11.000000,k_c_slater,815564632635166720,3,1,8,KC Slater “Porsche Panamera “ -🗣Like/Share on YouTubeLINK IN BIO#art #xgames #kotathefriend #lyrics #statesafrican #soapbox #dj # #jersey #cry4theworld #chicago #philly #nyc #proera… https://t.co/AS64E4IOt4
1027783863903416321,2018-08-10 05:09:03.000000,wistia,14679953,2,1,7,"With #Soapbox anyone can create, edit, and share videos—for any area of a business. But what about contexts outside of the business world? 🤔 Find out in this post! https://t.co/ZNkiGVKkdj"
1029396627314954240,2018-08-14 15:57:35.000000,WeAreMettaNBO,4849387695,2,1,7,"What does practice makes perfect mean to you? ""Excellence is a habit."" Ronald Chepkwony. One of tonight's amazing judges. #soapbox"
1029732013329326080,2018-08-15 14:10:18.000000,lilithmoon1313,770344496,2,1,7,@ObsoletePencil @Kweston83 No one is in perfect we all got shit we done and I’m done now #soapbox lol
1026784246449418240,2018-08-07 10:56:55.000000,k_c_slater,815564632635166720,1,1,6,KC Slater “Shooter “ -🗣Like/Share on YouTubeLINK IN BIO#art #xgames #kotathefriend #lyrics #statesafrican #soapbox #dj # #jersey #cry4theworld #chicago #philly #nyc #proera… https://t.co/UiOeSy4nrL
1028802349056356353,2018-08-13 00:36:08.000000,LanceSilver1,1177632823,1,1,6,"#Chicago, Give the #NFLprotests #Spoiledbrats a #SoapBox To Protest from! https://t.co/AaFI9sfJ0Q"
1029004780008615936,2018-08-13 14:00:32.000000,DMRegister,13657922,1,1,6,"It'll be busy on the Des Moines Register Political #Soapbox at the #IowaStateFair, with four politicians speaking today and seven tomorrow. Full schedule and coverage: https://t.co/VoUTsH3fon"
1030104665986400257,2018-08-16 14:51:05.000000,RH__Digital,2687415462,1,1,6,"Not just content with websites, this month we took on the challenge of designing and building a soapbox. Take a look at how we got on. 🏎️🔧🎨 @UKSoapBoxEvents  @Cardioproof_UK #Soapbox #Challenge #TeamBuilding https://t.co/P2E6cOp8z1"
1026638202944323584,2018-08-07 01:16:36.000000,relthadon,1126009945,0,1,5,#soapbox #becky must of been in the #hood #ethic #media #desertstormradio #photo #glamor #fashion #hiphop #dj #musiclover #smile #share4share #follow #journal #cinematic #film #potential… https://t.co/LH4N0IweDV
1027871186565443585,2018-08-10 10:56:02.000000,k_c_slater,815564632635166720,0,1,5,KC Slater “Shooter“ -🗣Like/Share on YouTubeLINK IN BIO#linkinBIO#art #xgames #kotathefriend #lyrics #statesafrican #soapbox #dj # #jersey #cry4theworld #chicago #philly #nyc #proera… https://t.co/VKZrfReWU9
1027871505961705473,2018-08-10 10:57:18.000000,k_c_slater,815564632635166720,0,1,5,KC Slater “Shooter“ -🗣Like/Share on YouTubeLINK IN BIO#art #xgames #kotathefriend #lyrics #statesafrican #soapbox #dj # #jersey #cry4theworld #chicago #philly #nyc #proera… https://t.co/yLPJ3LkmS6
1027934531150655493,2018-08-10 15:07:44.000000,larascrimenti,922139624,5,0,5,"Self care is not selfish, it’s mandatory for longevity in a physically and emotionally demanding nursing roles #treatyourself #selfcare #soapbox https://t.co/6CpP88qj82"
1029687843919208448,2018-08-15 11:14:47.000000,CoachAlexisW,23797168,4,0,4,"We really need to do a better job of getting people, especially kids, to think. To be creative, to solve problems, to fix their own stuff, to go find answers and most importantly to READ. #soapbox"
1029918175176151040,2018-08-16 02:30:02.000000,TJGilliam,19754440,3,0,3,"@PursueManliness Don’t just talk about being productive, but actually BE productive. We all have the same time in a day.Dream. Prioritize. Get to Work. Let your productivity speak for itself. Most people that I’ve found that talk about being busy,m actually aren’t productive. #soapbox"
1028017451554885632,2018-08-10 20:37:14.000000,danpisut,172058246,2,0,2,"Not much new here, but I'm glad this topic of color in #visualization is gaining more traction. Maybe one day I'll get to break apart my rainbow #soapbox. https://t.co/BTLMhbAQQV"
1028714915316428801,2018-08-12 18:48:43.000000,washboard4,452562343,2,0,2,"@DevinD33 I wish I could say I’m one of them, but I’m also very concerned with following the law. This plays into the argument that certain gun control laws only hamper the law abiding citizens. IMO #SoapBox"
1029396174548160512,2018-08-14 15:55:47.000000,IntegrateGifted,982693262858375168,2,0,2,At the Nairobi #soapbox club night for entrepreneurs in public speaking.
1029411304727957505,2018-08-14 16:55:55.000000,karyncooks,15648836,2,0,2,I’m a longtime fan of @Wistia and #soapbox. Refreshing my perspective for myself and clients. Good stuff! #videomarketing #contentstrategy https://t.co/uyHUv53UC9
1029567516333490176,2018-08-15 03:16:38.000000,miggalooch,389774365,2,0,2,Listen ppl the word “species” is pronounced “spee-sees” not speeshees. U don’t call policies “poli-shees” do u? Or “look that hotel has vacanshees”. It’s called #English. There r rules. Think b4 u speak. #soapbox
1026554152007098369,2018-08-06 19:42:36.000000,ColbeConsulting,925656742230360064,1,0,1,@PrestonAtNight Busy working on my female prisoner project as well as my core of giving businesses the confidence to inspire others.Still too many people with too many barriers to work with young or vulnerable people. Easy behaviour changes can sort them all. #soapbox!
1026879157769326593,2018-08-07 17:14:04.000000,tarbyM,45925742,1,0,1,"And with a new year on the horizon, remember we're all in this together - be kind, be supportive and be understanding that people are all hustling.  #Soapbox"
1027453206492860418,2018-08-09 07:15:08.000000,justice4allNYC,461664135,1,0,1,"@NYGovCuomo #CuomoTheCon, back on his #soapbox. #Cuomo want to take legal action on every decision the Trump Administration tries to implement. And yet, while this practice was happening under the #Obama administration he remained silent. Why is that? Obama limited legal immigration to many!"
1027511832389591040,2018-08-09 11:08:05.000000,wistia,14679953,1,0,1,#Soapbox videos make memorable communication easier than ever. And now you can use these templates to make your videos shine even brighter! 🌟 https://t.co/oI8zy2m9yt
1028200868800327681,2018-08-11 08:46:04.000000,Turneldinho,60679502,1,0,1,"@BenandRoxyFM Hi guys. We at Nestle York are currently constructing a soapbox for the Micklegate Soap Box Run 2018, if you guys would like to pop along to take a look you are more than welcome #soapbox #micklegate"
1028363280019062785,2018-08-11 19:31:26.000000,relthadon,1126009945,1,0,1,#soapbox #blinded by #greed cant even see the #stop sign  #ethic #media #desertstormradio #photo #glamor #fashion #hiphop #dj #musiclover #smile #share4share #follow #journal #cinematic… https://t.co/xpR4eiywQs
1029016344568713217,2018-08-13 14:46:29.000000,k_c_slater,815564632635166720,1,0,1,KC Slater “Porsche Panamera “ -🗣Like/Share on YouTubeLINK IN BIO#art #xgames #kotathefriend #lyrics #statesafrican #soapbox #dj # #jersey #cry4theworld #chicago #philly #nyc #proera… https://t.co/94AE9Oqa4z
1029216190143447042,2018-08-14 04:00:36.000000,ekkirkland,15112369,1,0,1,"Ugh, that question! My biggest pet peeve: simply because I’m a woman, why does that mean I should want/have kids? Is that my only purpose in life, because I happen to have XX chromosomes? #soapbox https://t.co/S6Ow8gMOgK"
1029452237980856320,2018-08-14 19:38:34.000000,1PoliticalSport,3345506189,1,0,1,"(I know I have MANY soapbox issues, but this IS &amp; HAS been my MAIN #soapbox issue for sometime now! We have to stop looking/presenting the #BlackWoman as #sex objects &amp; #sexual play things.)The #sexualexploitation of #BlackWomen under the #ColonialSystemhttps://t.co/BsCe0Yzt8t"
1029491299697782784,2018-08-14 22:13:47.000000,kensk8man,394431318,1,0,1,.@JoeCurtatone I am DEFINITELY going to start drinking #SamAdamsBeer simply because you sound like a real #ignorant #ASS. #WalkAway from politicians who use their offices &amp; positions as a #SoapBox to push their own selfish twisted agendas. #EpicFail #NotGonnaLie #JustSayin
1029698946246103042,2018-08-15 11:58:54.000000,Morgan_Green11,3296007101,1,0,1,"So true. Be mindful, those challenging students are really crying out for help; they just don’t know how to ask for it. Love on these children like they’re your own! #SoapBox #EveryoneWantsToBeLoved https://t.co/IMpVT0ZhDX"
1026621761905983488,2018-08-07 00:11:16.000000,yelmelnobrainer,2244916813,0,0,0,@MattMorganMDP I can't imagine a privatized library would ever stock Mind MGMT. Keep 'em public! #soapbox
1026673893644197888,2018-08-07 03:38:25.000000,koocanusaman,3235478244,0,0,0,Are you joking? You do not respect what you do for a job   You represent Canadians and we pay for your life  get off the #soapbox https://t.co/EGrQ0CtTPo
1026741737719570434,2018-08-07 08:08:00.000000,banjaxxededu,3023182521,0,0,0,"And I wonder sometimes, how they designate what an 'affordable home' is. Because I don't think they have a bloody clue half the time. Anyway, rant over. Thanks for listening y'all. #soapbox 4/4"
1027127022684983296,2018-08-08 09:38:59.000000,AdvanceWellUK,3064433463,0,0,0,@DrDisrupTek @GMB @DraycottMC Interesting perspective @DrDisrupTek #soapbox #debate
1027259802475524096,2018-08-08 18:26:37.000000,relthadon,1126009945,0,0,0,#soapbox our #sacrifices will not go in #vain #ethic #media #desertstormradio #photo #glamor #fashion #hiphop #dj #musiclover #smile #share4share #follow #journal #cinematic #film… https://t.co/8x9EGLIFoj
1027271906330910720,2018-08-08 19:14:42.000000,Clayton_Whittle,910257739993149440,0,0,0,I'm sick of condescending messages from all sides. People arent't having a conversation when the message is meant to make them feel better and alienate people who don't already 100% agree. #soapbox #woke #realconversation #realtalk
1027292402959114240,2018-08-08 20:36:09.000000,AshDHarrington,74586297,0,0,0,@dtmcculloch @BilldeBlasio People should be able to make a living wage as professional drivers in one of the world’s largest cities. That and these freaking drivers need to have LiveScan background checks #soapbox
1027548307948822534,2018-08-09 13:33:02.000000,relthadon,1126009945,0,0,0,#soapbox remember a #blackman doesnt #choose to be a #clown you may laugh at #us but we still #violent watch who you #laugh at we may look like #clowns but we dont play #that #ethic… https://t.co/qNDTa53auu
1027550060354121730,2018-08-09 13:40:00.000000,relthadon,1126009945,0,0,0,#soapbox #spokenword just because we #scarred doesnt mean we #broken #ethic #media #desertstormradio #photo #glamor #fashion #hiphop #dj #musiclover #smile #share4share #follow #journal… https://t.co/E9bWItc3pq
1027599762751717377,2018-08-09 16:57:29.000000,DanielGreenwal1,546365420,0,0,0,Everyone wants a #soapbox. Mine is #Twitter. #Lol. 🗣📣
1027635543390277632,2018-08-09 19:19:40.000000,AmbulanceWishUK,977145358278119425,0,0,0,"@MicklegateRun #york #soapbox We’re so excited about our entry &amp; are holding a sweepstake for fastest lap. To enter make a donation and add your time in the comments box,with your contact details. 1st prize £50, runner up prize voucher and bottle of fizz! https://t.co/LzSlE0ZEPC"
1027640356924346370,2018-08-09 19:38:48.000000,katyjohnson30,2167395002,0,0,0,"I wouldn't say liberal arts majors earn more, but yes, we do need liberal arts skills just as we do STEM. #soapbox #poliscirules #bluebooktestsrock https://t.co/m9MEa78ajj"
1027656128744833027,2018-08-09 20:41:28.000000,relthadon,1126009945,0,0,0,#soapbox #RINGO was a #gangster but #docholiday decided to #play for #blood #media #desertstormradio  #photo #glamor #fashion #hiphop #dj #musiclover #smile #share4share #follow #journal… https://t.co/0A2bY8MnA9
1027745105539682304,2018-08-10 02:35:02.000000,Ronoh4250,34121004,0,0,0,Let me hop on my #soapbox for just a second. @grantgust #flash #theflash #runbarryrun #run #stopbodyshaming #grantgustin #cw #stopbullying #allweneedislove #love #superhero https://t.co/JCSZCeXHoy
1028281353488527362,2018-08-11 14:05:53.000000,lightwarrior_RN,807770628212146176,0,0,0,I love football and the #NFL players whether they choose to Stand or Kneel for the national anthem.  Limits placed on American Freedoms of speech and expression including suspension of players in this regard by ANYONE is Un-American.  @realDonaldTrump #soapbox
1028308656482406400,2018-08-11 15:54:23.000000,relthadon,1126009945,0,0,0,#soapbox for all thos who needed this  #ethic #media #desertstormradio #photo #glamor #fashion #hiphop #dj #musiclover #smile #share4share #follow #journal #cinematic #film #potential… https://t.co/tzUQcTStYM
