Tweet_ID,Tweet_Date,User_Name,User_ID,Retweet_CT,Content
9.68549E+17,12:16.0,FlickColby,18957426,0,@AlisonMully Can she leave an IOU? We still have all our teeth here! #noidea
9.68581E+17,19:39.0,dimitystatheos,258662749,0,@caitrionambalfe Preach Miss Balfe. 👏👏👏👏👏 #dontgetit #noidea #keepfightingthefight
9.68585E+17,35:36.0,berryfennel,27603927,0,Some chick called Whitney on TLC whats it all about ? #NoClue
9.68601E+17,38:40.0,hollymei7,292508468,0,Wtf!! The man is an imbecile ! #outoftouch #noidea https://t.co/jUjuKrWMYi
9.68603E+17,46:03.0,Christurton7,7.35071E+17,1,How embarrassing can it get spineless display. #noidea.
9.68646E+17,36:19.0,lisalisa365,2405211005,0,@rbark17 @MayorLevine #noearthlyidea #noclue  BESIDES #wehateTrump...#think #outsidethebox #truth #truthtopowerbabe
9.68684E+17,05:52.0,kyurgo,20310891,0,Listened to “Tiny Dancer” by Elton John on my way home from work ...  anyone have a clue what the hell that song is about ? #NoClue
9.68685E+17,11:54.0,32bitshane,9.64057E+17,0,You know your old when you hear people talking about thier first PC having windows 98 and how bad it was. #dos #noidea
9.68688E+17,21:46.0,Settled13,27018657,0,@mmorrison2626 I bet! It's further for us! 🛫 Wonder if they ever come out here? I got to check the schedule! #noclue
9.68695E+17,49:39.0,Jenn1964Hussey,579774943,0,Again #noidea @SenatorCash #estimates
9.68695E+17,49:42.0,woolkebb,59389707,0,#qt in other words he has #noidea
9.68793E+17,20:04.0,pickledpuffin,912123126,0,Hilarious images from the UK #Snowmageddon #noclue
9.68811E+17,33:46.0,smallpants69,241688868,0,Just over 8 weeks to go think it’s time we chose a name for baby choudhry!! #names #noidea… https://t.co/s3VisFtQCD
9.68884E+17,21:01.0,jkermel,93697746,0,@FelgerAndMazz I had no idea Rick &amp; Riley were brothers! #NoClue
9.68884E+17,21:12.0,utdandy,266657220,0,🤣🤣🤣 The big question like so so many new accounts that follow me and others!!???R u a man utd fan?????🤔🤔🤔🤔 @Kudus36693250 #NOCLUE
9.68894E+17,59:50.0,Deacon147,160906232,0,@Y3LD1R @SecureTeam10 Let your government be your god and keep praying to them Dimwit #noclue
9.68901E+17,30:42.0,alstar101,59826535,0,You have to be kidding #canucks #noclue https://t.co/Ca83aPYpjW
9.68905E+17,44:51.0,dondon4444,492053004,0,Nothing angers me more than comments like this 👇🏻 #snowday #deserved #norest #stillworking #teachers #noidea https://t.co/OSWZ30ybiw
9.68915E+17,24:25.0,PageSeven_,9.63993E+17,0,Are you aware?#Awareness #Poll #Polls #Vote #Absolutely #NoClue #Yes #Russia #AlinaZagitova #TessaVirtueScottMoir #ShibSibs #Canucks
9.68939E+17,00:53.0,SharonMcFeely,65981296,0,"Scottish labour criticises anything @theSNP do, but alway parrot all their ideas .. #noclue #liebour https://t.co/cyyL7vcy4f"
9.6894E+17,04:43.0,njnxoxo,9.68929E+17,0,Never understood how on earth to use this .. What even is twitter? Instruction manual anybody? #twitter #noclue #help #followers #confused
9.68941E+17,10:19.0,JordansWhippets,2292502543,0,@Dorwest Is that better or worse?? 😂 #NoClue #WoofWoofWednesday
9.68944E+17,20:47.0,bricktop1972,172432610,0,Process is a Shambles and ask yourself who is responsible? #noidea #TOTROC #Var
9.6896E+17,24:14.0,cclindsay8662,2246613425,0,@markchapman Probably what the rules of football are #noclue
9.68963E+17,36:30.0,RollsBoyce,23445699,0,She still has no idea what she’s doing. #audrey #collie #dogsofinstagram #dog #noidea https://t.co/34DNd9HX1w
